,test,predict,difference,amountWrong
13223,1,1.0,0.0,5506
13224,1,1.0,0.0,5506
13225,1,1.0,0.0,5506
13226,1,1.0,0.0,5506
13227,1,1.0,0.0,5506
13228,2,1.0,1.0,5506
13229,1,1.0,0.0,5506
13230,1,1.0,0.0,5506
13231,1,1.0,0.0,5506
13232,1,1.0,0.0,5506
13233,1,1.0,0.0,5506
13234,1,1.0,0.0,5506
13235,1,1.0,0.0,5506
13236,1,1.0,0.0,5506
13237,1,1.0,0.0,5506
13238,1,1.0,0.0,5506
13239,1,1.0,0.0,5506
13240,1,1.0,0.0,5506
13241,1,1.0,0.0,5506
13242,1,1.0,0.0,5506
13243,1,1.0,0.0,5506
13244,1,1.0,0.0,5506
13245,1,1.0,0.0,5506
13246,1,1.0,0.0,5506
13247,1,1.0,0.0,5506
13248,2,1.0,1.0,5506
13249,1,1.0,0.0,5506
13250,1,1.0,0.0,5506
13251,1,1.0,0.0,5506
13252,1,1.0,0.0,5506
13253,1,1.0,0.0,5506
13254,1,1.0,0.0,5506
13255,1,1.0,0.0,5506
13256,1,1.0,0.0,5506
13257,1,1.0,0.0,5506
13258,1,1.0,0.0,5506
13259,1,1.0,0.0,5506
13260,1,1.0,0.0,5506
13261,1,1.0,0.0,5506
13262,1,1.0,0.0,5506
13263,2,1.0,1.0,5506
13264,1,1.0,0.0,5506
13265,1,1.0,0.0,5506
13266,1,1.0,0.0,5506
13267,1,1.0,0.0,5506
13268,1,1.0,0.0,5506
13269,1,1.0,0.0,5506
13270,1,1.0,0.0,5506
13271,2,1.0,1.0,5506
13272,1,1.0,0.0,5506
13273,1,1.0,0.0,5506
13274,1,1.0,0.0,5506
13275,1,1.0,0.0,5506
13276,1,1.0,0.0,5506
13277,1,1.0,0.0,5506
13278,1,1.0,0.0,5506
13279,1,1.0,0.0,5506
13280,1,1.0,0.0,5506
13281,1,1.0,0.0,5506
13282,1,1.0,0.0,5506
13283,1,1.0,0.0,5506
13284,1,1.0,0.0,5506
13285,1,1.0,0.0,5506
13286,1,1.0,0.0,5506
13287,1,1.0,0.0,5506
13288,1,1.0,0.0,5506
13289,1,1.0,0.0,5506
13290,1,1.0,0.0,5506
13291,1,1.0,0.0,5506
13292,2,1.0,1.0,5506
13293,1,1.0,0.0,5506
13294,2,1.0,1.0,5506
13295,1,1.0,0.0,5506
13296,1,1.0,0.0,5506
13297,1,1.0,0.0,5506
13298,1,1.0,0.0,5506
13299,1,1.0,0.0,5506
13300,1,1.0,0.0,5506
13301,1,1.0,0.0,5506
13302,1,1.0,0.0,5506
13303,1,1.0,0.0,5506
13304,1,1.0,0.0,5506
13305,1,1.0,0.0,5506
13306,1,1.0,0.0,5506
13307,1,1.0,0.0,5506
13308,1,1.0,0.0,5506
13309,1,1.0,0.0,5506
13310,1,1.0,0.0,5506
13311,1,1.0,0.0,5506
13312,1,1.0,0.0,5506
13313,1,1.0,0.0,5506
13314,1,1.0,0.0,5506
13315,1,1.0,0.0,5506
13316,1,1.0,0.0,5506
13317,1,1.0,0.0,5506
13318,1,1.0,0.0,5506
13319,1,1.0,0.0,5506
13320,2,1.0,1.0,5506
13321,1,1.0,0.0,5506
13322,1,1.0,0.0,5506
13323,1,1.0,0.0,5506
13324,1,1.0,0.0,5506
13325,1,1.0,0.0,5506
13326,1,1.0,0.0,5506
13327,1,1.0,0.0,5506
13328,1,1.0,0.0,5506
13329,1,1.0,0.0,5506
13330,1,1.0,0.0,5506
13331,2,1.0,1.0,5506
13332,1,1.0,0.0,5506
13333,1,1.0,0.0,5506
13334,1,1.0,0.0,5506
13335,2,1.0,1.0,5506
13336,1,1.0,0.0,5506
13337,1,1.0,0.0,5506
13338,1,1.0,0.0,5506
13339,1,1.0,0.0,5506
13340,1,1.0,0.0,5506
13341,1,1.0,0.0,5506
13342,1,1.0,0.0,5506
13343,1,1.0,0.0,5506
13344,1,1.0,0.0,5506
13345,1,1.0,0.0,5506
13346,1,1.0,0.0,5506
13347,1,1.0,0.0,5506
13348,1,1.0,0.0,5506
13349,1,1.0,0.0,5506
13350,1,1.0,0.0,5506
13351,2,1.0,1.0,5506
13352,1,1.0,0.0,5506
13353,2,1.0,1.0,5506
13354,1,1.0,0.0,5506
13355,2,1.0,1.0,5506
13356,2,1.0,1.0,5506
13357,1,1.0,0.0,5506
13358,1,1.0,0.0,5506
13359,1,1.0,0.0,5506
13360,1,1.0,0.0,5506
13361,1,1.0,0.0,5506
13362,1,1.0,0.0,5506
13363,1,1.0,0.0,5506
13364,1,1.0,0.0,5506
13365,1,1.0,0.0,5506
13366,1,1.0,0.0,5506
13367,1,1.0,0.0,5506
13368,1,1.0,0.0,5506
13369,1,1.0,0.0,5506
13370,1,1.0,0.0,5506
13371,1,1.0,0.0,5506
13372,1,1.0,0.0,5506
13373,1,1.0,0.0,5506
13374,1,1.0,0.0,5506
13375,1,1.0,0.0,5506
13376,1,1.0,0.0,5506
13377,1,1.0,0.0,5506
13378,1,1.0,0.0,5506
13379,2,1.0,1.0,5506
13380,1,1.0,0.0,5506
13381,2,1.0,1.0,5506
13382,1,1.0,0.0,5506
13383,1,1.0,0.0,5506
13384,1,1.0,0.0,5506
13385,2,1.0,1.0,5506
13386,1,1.0,0.0,5506
13387,1,1.0,0.0,5506
13388,1,1.0,0.0,5506
13389,1,1.0,0.0,5506
13390,1,1.0,0.0,5506
13391,1,1.0,0.0,5506
13392,1,1.0,0.0,5506
13393,1,1.0,0.0,5506
13394,1,1.0,0.0,5506
13395,1,1.0,0.0,5506
13396,2,1.0,1.0,5506
13397,1,1.0,0.0,5506
13398,1,1.0,0.0,5506
13399,1,1.0,0.0,5506
13400,1,1.0,0.0,5506
13401,1,1.0,0.0,5506
13402,1,1.0,0.0,5506
13403,1,1.0,0.0,5506
13404,1,1.0,0.0,5506
13405,1,1.0,0.0,5506
13406,2,1.0,1.0,5506
13407,2,1.0,1.0,5506
13408,1,1.0,0.0,5506
13409,1,1.0,0.0,5506
13410,1,1.0,0.0,5506
13411,1,1.0,0.0,5506
13412,1,1.0,0.0,5506
13413,1,1.0,0.0,5506
13414,1,1.0,0.0,5506
13415,1,1.0,0.0,5506
13416,1,1.0,0.0,5506
13417,1,1.0,0.0,5506
13418,1,1.0,0.0,5506
13419,1,1.0,0.0,5506
13420,1,1.0,0.0,5506
13421,2,1.0,1.0,5506
13422,1,1.0,0.0,5506
13423,1,1.0,0.0,5506
13424,1,1.0,0.0,5506
13425,1,1.0,0.0,5506
13426,2,1.0,1.0,5506
13427,2,1.0,1.0,5506
13428,2,1.0,1.0,5506
13429,1,1.0,0.0,5506
13430,1,1.0,0.0,5506
13431,1,1.0,0.0,5506
13432,1,1.0,0.0,5506
13433,1,1.0,0.0,5506
13434,1,1.0,0.0,5506
13435,1,1.0,0.0,5506
13436,1,1.0,0.0,5506
13437,1,1.0,0.0,5506
13438,1,1.0,0.0,5506
13439,1,1.0,0.0,5506
13440,2,1.0,1.0,5506
13441,1,1.0,0.0,5506
13442,1,1.0,0.0,5506
13443,1,1.0,0.0,5506
13444,3,1.0,2.0,5506
13445,1,1.0,0.0,5506
13446,1,1.0,0.0,5506
13447,1,1.0,0.0,5506
13448,1,1.0,0.0,5506
13449,1,1.0,0.0,5506
13450,1,1.0,0.0,5506
13451,1,1.0,0.0,5506
13452,1,1.0,0.0,5506
13453,2,1.0,1.0,5506
13454,1,1.0,0.0,5506
13455,1,1.0,0.0,5506
13456,2,1.0,1.0,5506
13457,1,1.0,0.0,5506
13458,1,1.0,0.0,5506
13459,1,1.0,0.0,5506
13460,1,1.0,0.0,5506
13461,1,1.0,0.0,5506
13462,1,1.0,0.0,5506
13463,1,1.0,0.0,5506
13464,1,1.0,0.0,5506
13465,1,1.0,0.0,5506
13466,1,1.0,0.0,5506
13467,1,1.0,0.0,5506
13468,1,1.0,0.0,5506
13469,1,1.0,0.0,5506
13470,2,1.0,1.0,5506
13471,1,1.0,0.0,5506
13472,1,1.0,0.0,5506
13473,1,1.0,0.0,5506
13474,1,1.0,0.0,5506
13475,1,1.0,0.0,5506
13476,1,1.0,0.0,5506
13477,1,1.0,0.0,5506
13478,1,1.0,0.0,5506
13479,2,1.0,1.0,5506
13480,1,1.0,0.0,5506
13481,1,1.0,0.0,5506
13482,1,1.0,0.0,5506
13483,1,1.0,0.0,5506
13484,1,1.0,0.0,5506
13485,1,1.0,0.0,5506
13486,1,1.0,0.0,5506
13487,1,1.0,0.0,5506
13488,1,1.0,0.0,5506
13489,1,1.0,0.0,5506
13490,1,1.0,0.0,5506
13491,1,1.0,0.0,5506
13492,1,1.0,0.0,5506
13493,1,1.0,0.0,5506
13494,1,1.0,0.0,5506
13495,1,1.0,0.0,5506
13496,1,1.0,0.0,5506
13497,2,1.0,1.0,5506
13498,1,1.0,0.0,5506
13499,2,1.0,1.0,5506
13500,1,1.0,0.0,5506
13501,1,1.0,0.0,5506
13502,1,1.0,0.0,5506
13503,1,1.0,0.0,5506
13504,1,1.0,0.0,5506
13505,1,1.0,0.0,5506
13506,2,1.0,1.0,5506
13507,1,1.0,0.0,5506
13508,1,1.0,0.0,5506
13509,1,1.0,0.0,5506
13510,1,1.0,0.0,5506
13511,1,1.0,0.0,5506
13512,3,1.0,2.0,5506
13513,1,1.0,0.0,5506
13514,1,1.0,0.0,5506
13515,1,1.0,0.0,5506
13516,2,1.0,1.0,5506
13517,1,1.0,0.0,5506
13518,1,1.0,0.0,5506
13519,1,1.0,0.0,5506
13520,1,1.0,0.0,5506
13521,1,1.0,0.0,5506
13522,1,1.0,0.0,5506
13523,1,1.0,0.0,5506
13524,1,1.0,0.0,5506
13525,1,1.0,0.0,5506
13526,1,1.0,0.0,5506
13527,1,1.0,0.0,5506
13528,1,1.0,0.0,5506
13529,2,1.0,1.0,5506
13530,1,1.0,0.0,5506
13531,1,1.0,0.0,5506
13532,1,1.0,0.0,5506
13533,1,1.0,0.0,5506
13534,1,1.0,0.0,5506
13535,1,1.0,0.0,5506
13536,1,1.0,0.0,5506
13537,1,1.0,0.0,5506
13538,1,1.0,0.0,5506
13539,2,1.0,1.0,5506
13540,1,1.0,0.0,5506
13541,1,1.0,0.0,5506
13542,1,1.0,0.0,5506
13543,1,1.0,0.0,5506
13544,1,1.0,0.0,5506
13545,1,1.0,0.0,5506
13546,1,1.0,0.0,5506
13547,1,1.0,0.0,5506
13548,1,1.0,0.0,5506
13549,1,1.0,0.0,5506
13550,1,1.0,0.0,5506
13551,1,1.0,0.0,5506
13552,1,1.0,0.0,5506
13553,1,1.0,0.0,5506
13554,1,1.0,0.0,5506
13555,1,1.0,0.0,5506
13556,1,1.0,0.0,5506
13557,1,1.0,0.0,5506
13558,1,1.0,0.0,5506
13559,1,1.0,0.0,5506
13560,1,1.0,0.0,5506
13561,1,1.0,0.0,5506
13562,2,1.0,1.0,5506
13563,2,1.0,1.0,5506
13564,1,1.0,0.0,5506
13565,1,1.0,0.0,5506
13566,1,1.0,0.0,5506
13567,1,1.0,0.0,5506
13568,1,1.0,0.0,5506
13569,1,1.0,0.0,5506
13570,1,1.0,0.0,5506
13571,1,1.0,0.0,5506
13572,1,1.0,0.0,5506
13573,1,1.0,0.0,5506
13574,1,1.0,0.0,5506
13575,1,1.0,0.0,5506
13576,1,1.0,0.0,5506
13577,1,1.0,0.0,5506
13578,1,1.0,0.0,5506
13579,1,1.0,0.0,5506
13580,1,1.0,0.0,5506
13581,1,1.0,0.0,5506
13582,1,1.0,0.0,5506
13583,1,1.0,0.0,5506
13584,1,1.0,0.0,5506
13585,2,1.0,1.0,5506
13586,1,1.0,0.0,5506
13587,1,1.0,0.0,5506
13588,1,1.0,0.0,5506
13589,1,1.0,0.0,5506
13590,1,1.0,0.0,5506
13591,1,1.0,0.0,5506
13592,1,1.0,0.0,5506
13593,1,1.0,0.0,5506
13594,1,1.0,0.0,5506
13595,1,1.0,0.0,5506
13596,1,1.0,0.0,5506
13597,1,1.0,0.0,5506
13598,1,1.0,0.0,5506
13599,1,1.0,0.0,5506
13600,1,1.0,0.0,5506
13601,1,1.0,0.0,5506
13602,1,1.0,0.0,5506
13603,1,1.0,0.0,5506
13604,1,1.0,0.0,5506
13605,1,1.0,0.0,5506
13606,1,1.0,0.0,5506
13607,1,1.0,0.0,5506
13608,1,1.0,0.0,5506
13609,1,1.0,0.0,5506
13610,1,1.0,0.0,5506
13611,1,1.0,0.0,5506
13612,1,1.0,0.0,5506
13613,1,1.0,0.0,5506
13614,1,1.0,0.0,5506
13615,1,1.0,0.0,5506
13616,1,1.0,0.0,5506
13617,1,1.0,0.0,5506
13618,1,1.0,0.0,5506
13619,1,1.0,0.0,5506
13620,1,1.0,0.0,5506
13621,1,1.0,0.0,5506
13622,1,1.0,0.0,5506
13623,1,1.0,0.0,5506
13624,1,1.0,0.0,5506
13625,1,1.0,0.0,5506
13626,1,1.0,0.0,5506
13627,1,1.0,0.0,5506
13628,1,1.0,0.0,5506
13629,1,1.0,0.0,5506
13630,1,1.0,0.0,5506
13631,1,1.0,0.0,5506
13632,1,1.0,0.0,5506
13633,2,1.0,1.0,5506
13634,1,1.0,0.0,5506
13635,1,1.0,0.0,5506
13636,1,1.0,0.0,5506
13637,1,1.0,0.0,5506
13638,1,1.0,0.0,5506
13639,1,1.0,0.0,5506
13640,1,1.0,0.0,5506
13641,2,1.0,1.0,5506
13642,1,1.0,0.0,5506
13643,1,1.0,0.0,5506
13644,1,1.0,0.0,5506
13645,1,1.0,0.0,5506
13646,1,1.0,0.0,5506
13647,2,1.0,1.0,5506
13648,1,1.0,0.0,5506
13649,1,1.0,0.0,5506
13650,1,1.0,0.0,5506
13651,2,1.0,1.0,5506
13652,1,1.0,0.0,5506
13653,2,1.0,1.0,5506
13654,1,1.0,0.0,5506
13655,1,1.0,0.0,5506
13656,1,1.0,0.0,5506
13657,1,1.0,0.0,5506
13658,1,1.0,0.0,5506
13659,1,1.0,0.0,5506
13660,1,1.0,0.0,5506
13661,2,1.0,1.0,5506
13662,1,1.0,0.0,5506
13663,1,1.0,0.0,5506
13664,1,1.0,0.0,5506
13665,2,1.0,1.0,5506
13666,1,1.0,0.0,5506
13667,1,1.0,0.0,5506
13668,1,1.0,0.0,5506
13669,1,1.0,0.0,5506
13670,2,1.0,1.0,5506
13671,1,1.0,0.0,5506
13672,1,1.0,0.0,5506
13673,1,1.0,0.0,5506
13674,1,1.0,0.0,5506
13675,1,1.0,0.0,5506
13676,2,1.0,1.0,5506
13677,1,1.0,0.0,5506
13678,1,1.0,0.0,5506
13679,1,1.0,0.0,5506
13680,1,1.0,0.0,5506
13681,1,1.0,0.0,5506
13682,1,1.0,0.0,5506
13683,1,1.0,0.0,5506
13684,1,1.0,0.0,5506
13685,1,1.0,0.0,5506
13686,1,1.0,0.0,5506
13687,1,1.0,0.0,5506
13688,1,1.0,0.0,5506
13689,1,1.0,0.0,5506
13690,1,1.0,0.0,5506
13691,1,1.0,0.0,5506
13692,1,1.0,0.0,5506
13693,1,1.0,0.0,5506
13694,1,1.0,0.0,5506
13695,1,1.0,0.0,5506
13696,1,1.0,0.0,5506
13697,1,1.0,0.0,5506
13698,1,1.0,0.0,5506
13699,1,1.0,0.0,5506
13700,1,1.0,0.0,5506
13701,1,1.0,0.0,5506
13702,1,1.0,0.0,5506
13703,1,1.0,0.0,5506
13704,1,1.0,0.0,5506
13705,1,1.0,0.0,5506
13706,1,1.0,0.0,5506
13707,1,1.0,0.0,5506
13708,1,1.0,0.0,5506
13709,1,1.0,0.0,5506
13710,1,1.0,0.0,5506
13711,1,1.0,0.0,5506
13712,1,1.0,0.0,5506
13713,1,1.0,0.0,5506
13714,1,1.0,0.0,5506
13715,1,1.0,0.0,5506
13716,1,1.0,0.0,5506
13717,1,1.0,0.0,5506
13718,1,1.0,0.0,5506
13719,1,1.0,0.0,5506
13720,1,1.0,0.0,5506
13721,1,1.0,0.0,5506
13722,1,1.0,0.0,5506
13723,1,1.0,0.0,5506
13724,1,1.0,0.0,5506
13725,1,1.0,0.0,5506
13726,1,1.0,0.0,5506
13727,1,1.0,0.0,5506
13728,1,1.0,0.0,5506
13729,1,1.0,0.0,5506
13730,2,1.0,1.0,5506
13731,1,1.0,0.0,5506
13732,2,1.0,1.0,5506
13733,1,1.0,0.0,5506
13734,1,1.0,0.0,5506
13735,1,1.0,0.0,5506
13736,1,1.0,0.0,5506
13737,1,1.0,0.0,5506
13738,1,1.0,0.0,5506
13739,1,1.0,0.0,5506
13740,1,1.0,0.0,5506
13741,1,1.0,0.0,5506
13742,1,1.0,0.0,5506
13743,2,1.0,1.0,5506
13744,1,1.0,0.0,5506
13745,1,1.0,0.0,5506
13746,1,1.0,0.0,5506
13747,1,1.0,0.0,5506
13748,1,1.0,0.0,5506
13749,1,1.0,0.0,5506
13750,1,1.0,0.0,5506
13751,2,1.0,1.0,5506
13752,1,1.0,0.0,5506
13753,1,1.0,0.0,5506
13754,1,1.0,0.0,5506
13755,1,1.0,0.0,5506
13756,1,1.0,0.0,5506
13757,1,1.0,0.0,5506
13758,1,1.0,0.0,5506
13759,1,1.0,0.0,5506
13760,1,1.0,0.0,5506
13761,1,1.0,0.0,5506
13762,1,1.0,0.0,5506
13763,1,1.0,0.0,5506
13764,1,1.0,0.0,5506
13765,1,1.0,0.0,5506
13766,1,1.0,0.0,5506
13767,1,1.0,0.0,5506
13768,1,1.0,0.0,5506
13769,1,1.0,0.0,5506
13770,1,1.0,0.0,5506
13771,1,1.0,0.0,5506
13772,1,1.0,0.0,5506
13773,1,1.0,0.0,5506
13774,1,1.0,0.0,5506
13775,1,1.0,0.0,5506
13776,1,1.0,0.0,5506
13777,1,1.0,0.0,5506
13778,1,1.0,0.0,5506
13779,1,1.0,0.0,5506
13780,1,1.0,0.0,5506
13781,1,1.0,0.0,5506
13782,2,1.0,1.0,5506
13783,1,1.0,0.0,5506
13784,1,1.0,0.0,5506
13785,1,1.0,0.0,5506
13786,1,1.0,0.0,5506
13787,1,1.0,0.0,5506
13788,1,1.0,0.0,5506
13789,1,1.0,0.0,5506
13790,2,1.0,1.0,5506
13791,1,1.0,0.0,5506
13792,1,1.0,0.0,5506
13793,1,1.0,0.0,5506
13794,1,1.0,0.0,5506
13795,1,1.0,0.0,5506
13796,1,1.0,0.0,5506
13797,1,1.0,0.0,5506
13798,1,1.0,0.0,5506
13799,1,1.0,0.0,5506
13800,1,1.0,0.0,5506
13801,1,1.0,0.0,5506
13802,1,1.0,0.0,5506
13803,1,1.0,0.0,5506
13804,1,1.0,0.0,5506
13805,1,1.0,0.0,5506
13806,1,1.0,0.0,5506
13807,1,1.0,0.0,5506
13808,1,1.0,0.0,5506
13809,1,1.0,0.0,5506
13810,1,1.0,0.0,5506
13811,2,1.0,1.0,5506
13812,1,1.0,0.0,5506
13813,2,1.0,1.0,5506
13814,1,1.0,0.0,5506
13815,1,1.0,0.0,5506
13816,1,1.0,0.0,5506
13817,1,1.0,0.0,5506
13818,1,1.0,0.0,5506
13819,2,1.0,1.0,5506
13820,1,1.0,0.0,5506
13821,1,1.0,0.0,5506
13822,1,1.0,0.0,5506
13823,1,1.0,0.0,5506
13824,1,1.0,0.0,5506
13825,1,1.0,0.0,5506
13826,1,1.0,0.0,5506
13827,1,1.0,0.0,5506
13828,1,1.0,0.0,5506
13829,1,1.0,0.0,5506
13830,1,1.0,0.0,5506
13831,1,1.0,0.0,5506
13832,1,1.0,0.0,5506
13833,1,1.0,0.0,5506
13834,1,1.0,0.0,5506
13835,1,1.0,0.0,5506
13836,3,1.0,2.0,5506
13837,1,1.0,0.0,5506
13838,1,1.0,0.0,5506
13839,1,1.0,0.0,5506
13840,1,1.0,0.0,5506
13841,1,1.0,0.0,5506
13842,1,1.0,0.0,5506
13843,1,1.0,0.0,5506
13844,1,1.0,0.0,5506
13845,1,1.0,0.0,5506
13846,1,1.0,0.0,5506
13847,1,1.0,0.0,5506
13848,1,1.0,0.0,5506
13849,1,1.0,0.0,5506
13850,1,1.0,0.0,5506
13851,1,1.0,0.0,5506
13852,1,1.0,0.0,5506
13853,1,1.0,0.0,5506
13854,1,1.0,0.0,5506
13855,1,1.0,0.0,5506
13856,1,1.0,0.0,5506
13857,2,1.0,1.0,5506
13858,1,1.0,0.0,5506
13859,2,1.0,1.0,5506
13860,1,1.0,0.0,5506
13861,1,1.0,0.0,5506
13862,1,1.0,0.0,5506
13863,1,1.0,0.0,5506
13864,1,1.0,0.0,5506
13865,1,1.0,0.0,5506
13866,1,1.0,0.0,5506
13867,1,1.0,0.0,5506
13868,2,1.0,1.0,5506
13869,1,1.0,0.0,5506
13870,1,1.0,0.0,5506
13871,1,1.0,0.0,5506
13872,1,1.0,0.0,5506
13873,1,1.0,0.0,5506
13874,1,1.0,0.0,5506
13875,1,1.0,0.0,5506
13876,1,1.0,0.0,5506
13877,2,1.0,1.0,5506
13878,1,1.0,0.0,5506
13879,1,1.0,0.0,5506
13880,1,1.0,0.0,5506
13881,1,1.0,0.0,5506
13882,1,1.0,0.0,5506
13883,1,1.0,0.0,5506
13884,1,1.0,0.0,5506
13885,1,1.0,0.0,5506
13886,1,1.0,0.0,5506
13887,1,1.0,0.0,5506
13888,1,1.0,0.0,5506
13889,1,1.0,0.0,5506
13890,1,1.0,0.0,5506
13891,1,1.0,0.0,5506
13892,1,1.0,0.0,5506
13893,1,1.0,0.0,5506
13894,1,1.0,0.0,5506
13895,1,1.0,0.0,5506
13896,1,1.0,0.0,5506
13897,1,1.0,0.0,5506
13898,1,1.0,0.0,5506
13899,1,1.0,0.0,5506
13900,1,1.0,0.0,5506
13901,1,1.0,0.0,5506
13902,1,1.0,0.0,5506
13903,1,1.0,0.0,5506
13904,1,1.0,0.0,5506
13905,1,1.0,0.0,5506
13906,1,1.0,0.0,5506
13907,1,1.0,0.0,5506
13908,1,1.0,0.0,5506
13909,1,1.0,0.0,5506
13910,1,1.0,0.0,5506
13911,1,1.0,0.0,5506
13912,1,1.0,0.0,5506
13913,1,1.0,0.0,5506
13914,1,1.0,0.0,5506
13915,1,1.0,0.0,5506
13916,1,1.0,0.0,5506
13917,1,1.0,0.0,5506
13918,1,1.0,0.0,5506
13919,1,1.0,0.0,5506
13920,1,1.0,0.0,5506
13921,1,1.0,0.0,5506
13922,1,1.0,0.0,5506
13923,1,1.0,0.0,5506
13924,1,1.0,0.0,5506
13925,1,1.0,0.0,5506
13926,2,1.0,1.0,5506
13927,1,1.0,0.0,5506
13928,1,1.0,0.0,5506
13929,1,1.0,0.0,5506
13930,1,1.0,0.0,5506
13931,1,1.0,0.0,5506
13932,1,1.0,0.0,5506
13933,1,1.0,0.0,5506
13934,1,1.0,0.0,5506
13935,1,1.0,0.0,5506
13936,1,1.0,0.0,5506
13937,1,1.0,0.0,5506
13938,1,1.0,0.0,5506
13939,1,1.0,0.0,5506
13940,1,1.0,0.0,5506
13941,1,1.0,0.0,5506
13942,1,1.0,0.0,5506
13943,1,1.0,0.0,5506
13944,1,1.0,0.0,5506
13945,1,1.0,0.0,5506
13946,2,1.0,1.0,5506
13947,1,1.0,0.0,5506
13948,1,1.0,0.0,5506
13949,1,1.0,0.0,5506
13950,1,1.0,0.0,5506
13951,1,1.0,0.0,5506
13952,1,1.0,0.0,5506
13953,2,1.0,1.0,5506
13954,1,1.0,0.0,5506
13955,2,1.0,1.0,5506
13956,1,1.0,0.0,5506
13957,1,1.0,0.0,5506
13958,1,1.0,0.0,5506
13959,2,1.0,1.0,5506
13960,1,1.0,0.0,5506
13961,1,1.0,0.0,5506
13962,1,1.0,0.0,5506
13963,1,1.0,0.0,5506
13964,2,1.0,1.0,5506
13965,1,1.0,0.0,5506
13966,1,1.0,0.0,5506
13967,1,1.0,0.0,5506
13968,1,1.0,0.0,5506
13969,1,1.0,0.0,5506
13970,3,1.0,2.0,5506
13971,2,1.0,1.0,5506
13972,1,1.0,0.0,5506
13973,1,1.0,0.0,5506
13974,1,1.0,0.0,5506
13975,1,1.0,0.0,5506
13976,1,1.0,0.0,5506
13977,1,1.0,0.0,5506
13978,1,1.0,0.0,5506
13979,1,1.0,0.0,5506
13980,1,1.0,0.0,5506
13981,1,1.0,0.0,5506
13982,1,1.0,0.0,5506
13983,2,1.0,1.0,5506
13984,1,1.0,0.0,5506
13985,1,1.0,0.0,5506
13986,1,1.0,0.0,5506
13987,1,1.0,0.0,5506
13988,1,1.0,0.0,5506
13989,1,1.0,0.0,5506
13990,1,1.0,0.0,5506
13991,2,1.0,1.0,5506
13992,1,1.0,0.0,5506
13993,1,1.0,0.0,5506
13994,1,1.0,0.0,5506
13995,1,1.0,0.0,5506
13996,1,1.0,0.0,5506
13997,1,1.0,0.0,5506
13998,1,1.0,0.0,5506
13999,1,1.0,0.0,5506
14000,1,1.0,0.0,5506
14001,1,1.0,0.0,5506
14002,1,1.0,0.0,5506
14003,1,1.0,0.0,5506
14004,1,1.0,0.0,5506
14005,1,1.0,0.0,5506
14006,1,1.0,0.0,5506
14007,1,1.0,0.0,5506
14008,1,1.0,0.0,5506
14009,1,1.0,0.0,5506
14010,1,1.0,0.0,5506
14011,1,1.0,0.0,5506
14012,1,1.0,0.0,5506
14013,1,1.0,0.0,5506
14014,1,1.0,0.0,5506
14015,1,1.0,0.0,5506
14016,1,1.0,0.0,5506
14017,1,1.0,0.0,5506
14018,1,1.0,0.0,5506
14019,2,1.0,1.0,5506
14020,1,1.0,0.0,5506
14021,1,1.0,0.0,5506
14022,1,1.0,0.0,5506
14023,1,1.0,0.0,5506
14024,1,1.0,0.0,5506
14025,1,1.0,0.0,5506
14026,1,1.0,0.0,5506
14027,1,1.0,0.0,5506
14028,1,1.0,0.0,5506
14029,1,1.0,0.0,5506
14030,2,1.0,1.0,5506
14031,1,1.0,0.0,5506
14032,1,1.0,0.0,5506
14033,1,1.0,0.0,5506
14034,1,1.0,0.0,5506
14035,1,1.0,0.0,5506
14036,1,1.0,0.0,5506
14037,1,1.0,0.0,5506
14038,1,1.0,0.0,5506
14039,1,1.0,0.0,5506
14040,1,1.0,0.0,5506
14041,1,1.0,0.0,5506
14042,1,1.0,0.0,5506
14043,1,1.0,0.0,5506
14044,1,1.0,0.0,5506
14045,1,1.0,0.0,5506
14046,1,1.0,0.0,5506
14047,1,1.0,0.0,5506
14048,1,1.0,0.0,5506
14049,1,1.0,0.0,5506
14050,1,1.0,0.0,5506
14051,1,1.0,0.0,5506
14052,1,1.0,0.0,5506
14053,1,1.0,0.0,5506
14054,1,1.0,0.0,5506
14055,1,1.0,0.0,5506
14056,1,1.0,0.0,5506
14057,1,1.0,0.0,5506
14058,1,1.0,0.0,5506
14059,1,1.0,0.0,5506
14060,1,1.0,0.0,5506
14061,1,1.0,0.0,5506
14062,1,1.0,0.0,5506
14063,1,1.0,0.0,5506
14064,2,1.0,1.0,5506
14065,1,1.0,0.0,5506
14066,1,1.0,0.0,5506
14067,1,1.0,0.0,5506
14068,1,1.0,0.0,5506
14069,1,1.0,0.0,5506
14070,1,1.0,0.0,5506
14071,1,1.0,0.0,5506
14072,1,1.0,0.0,5506
14073,1,1.0,0.0,5506
14074,3,1.0,2.0,5506
14075,1,1.0,0.0,5506
14076,1,1.0,0.0,5506
14077,1,1.0,0.0,5506
14078,1,1.0,0.0,5506
14079,1,1.0,0.0,5506
14080,1,1.0,0.0,5506
14081,1,1.0,0.0,5506
14082,1,1.0,0.0,5506
14083,1,1.0,0.0,5506
14084,2,1.0,1.0,5506
14085,1,1.0,0.0,5506
14086,1,1.0,0.0,5506
14087,1,1.0,0.0,5506
14088,1,1.0,0.0,5506
14089,1,1.0,0.0,5506
14090,1,1.0,0.0,5506
14091,1,1.0,0.0,5506
14092,1,1.0,0.0,5506
14093,1,1.0,0.0,5506
14094,1,1.0,0.0,5506
14095,1,1.0,0.0,5506
14096,1,1.0,0.0,5506
