,test,predict,difference,amountWrong
576,1,1.0,0.0,5506
577,1,1.0,0.0,5506
578,1,1.0,0.0,5506
579,1,1.0,0.0,5506
580,1,1.0,0.0,5506
581,1,1.0,0.0,5506
582,1,1.0,0.0,5506
583,1,1.0,0.0,5506
584,1,1.0,0.0,5506
585,1,1.0,0.0,5506
586,1,1.0,0.0,5506
587,1,1.0,0.0,5506
588,1,1.0,0.0,5506
589,1,1.0,0.0,5506
590,1,1.0,0.0,5506
591,1,1.0,0.0,5506
592,1,1.0,0.0,5506
593,1,1.0,0.0,5506
594,1,1.0,0.0,5506
595,1,1.0,0.0,5506
596,1,1.0,0.0,5506
597,1,1.0,0.0,5506
598,1,1.0,0.0,5506
599,1,1.0,0.0,5506
600,1,1.0,0.0,5506
601,2,1.0,1.0,5506
602,1,1.0,0.0,5506
603,1,1.0,0.0,5506
604,1,1.0,0.0,5506
605,1,1.0,0.0,5506
606,1,1.0,0.0,5506
607,1,1.0,0.0,5506
608,1,1.0,0.0,5506
609,1,1.0,0.0,5506
610,1,1.0,0.0,5506
611,2,1.0,1.0,5506
612,2,1.0,1.0,5506
613,1,1.0,0.0,5506
614,1,1.0,0.0,5506
615,1,1.0,0.0,5506
616,1,1.0,0.0,5506
617,1,1.0,0.0,5506
618,1,1.0,0.0,5506
619,1,1.0,0.0,5506
620,1,1.0,0.0,5506
621,1,1.0,0.0,5506
622,1,1.0,0.0,5506
623,1,1.0,0.0,5506
624,1,1.0,0.0,5506
625,2,1.0,1.0,5506
626,1,1.0,0.0,5506
627,1,1.0,0.0,5506
628,1,1.0,0.0,5506
629,1,1.0,0.0,5506
630,1,1.0,0.0,5506
631,1,1.0,0.0,5506
632,1,1.0,0.0,5506
633,1,1.0,0.0,5506
634,1,1.0,0.0,5506
635,1,1.0,0.0,5506
636,1,1.0,0.0,5506
637,2,1.0,1.0,5506
638,1,1.0,0.0,5506
639,1,1.0,0.0,5506
640,1,1.0,0.0,5506
641,1,1.0,0.0,5506
642,1,1.0,0.0,5506
643,1,1.0,0.0,5506
644,1,1.0,0.0,5506
645,1,1.0,0.0,5506
646,1,1.0,0.0,5506
647,1,1.0,0.0,5506
648,3,1.0,2.0,5506
649,1,1.0,0.0,5506
650,1,1.0,0.0,5506
651,2,1.0,1.0,5506
652,1,1.0,0.0,5506
653,1,1.0,0.0,5506
654,1,1.0,0.0,5506
655,1,1.0,0.0,5506
656,1,1.0,0.0,5506
657,1,1.0,0.0,5506
658,1,1.0,0.0,5506
659,1,1.0,0.0,5506
660,1,1.0,0.0,5506
661,1,1.0,0.0,5506
662,1,1.0,0.0,5506
663,1,1.0,0.0,5506
664,1,1.0,0.0,5506
665,1,1.0,0.0,5506
666,1,1.0,0.0,5506
667,1,1.0,0.0,5506
668,1,1.0,0.0,5506
669,1,1.0,0.0,5506
670,1,1.0,0.0,5506
671,1,1.0,0.0,5506
672,1,1.0,0.0,5506
673,1,1.0,0.0,5506
674,1,1.0,0.0,5506
675,1,1.0,0.0,5506
676,1,1.0,0.0,5506
677,1,1.0,0.0,5506
678,2,1.0,1.0,5506
679,2,1.0,1.0,5506
680,1,1.0,0.0,5506
681,1,1.0,0.0,5506
682,1,1.0,0.0,5506
683,1,1.0,0.0,5506
684,1,1.0,0.0,5506
685,1,1.0,0.0,5506
686,1,1.0,0.0,5506
687,1,1.0,0.0,5506
688,1,1.0,0.0,5506
689,1,1.0,0.0,5506
690,1,1.0,0.0,5506
691,1,1.0,0.0,5506
692,1,1.0,0.0,5506
693,1,1.0,0.0,5506
694,1,1.0,0.0,5506
695,2,1.0,1.0,5506
696,1,1.0,0.0,5506
697,1,1.0,0.0,5506
698,1,1.0,0.0,5506
699,1,1.0,0.0,5506
700,2,1.0,1.0,5506
701,1,1.0,0.0,5506
702,1,1.0,0.0,5506
703,1,1.0,0.0,5506
704,1,1.0,0.0,5506
705,1,1.0,0.0,5506
706,1,1.0,0.0,5506
707,1,1.0,0.0,5506
708,1,1.0,0.0,5506
709,1,1.0,0.0,5506
710,1,1.0,0.0,5506
711,1,1.0,0.0,5506
712,1,1.0,0.0,5506
713,1,1.0,0.0,5506
714,1,1.0,0.0,5506
715,2,1.0,1.0,5506
716,1,1.0,0.0,5506
717,2,1.0,1.0,5506
718,1,1.0,0.0,5506
719,1,1.0,0.0,5506
720,1,1.0,0.0,5506
721,1,1.0,0.0,5506
722,3,1.0,2.0,5506
723,1,1.0,0.0,5506
724,1,1.0,0.0,5506
725,1,1.0,0.0,5506
726,1,1.0,0.0,5506
727,2,1.0,1.0,5506
728,1,1.0,0.0,5506
729,1,1.0,0.0,5506
730,1,1.0,0.0,5506
731,1,1.0,0.0,5506
732,1,1.0,0.0,5506
733,2,1.0,1.0,5506
734,1,1.0,0.0,5506
735,1,1.0,0.0,5506
736,1,1.0,0.0,5506
737,1,1.0,0.0,5506
738,1,1.0,0.0,5506
739,1,1.0,0.0,5506
740,1,1.0,0.0,5506
741,1,1.0,0.0,5506
742,2,1.0,1.0,5506
743,1,1.0,0.0,5506
744,1,1.0,0.0,5506
745,1,1.0,0.0,5506
746,1,1.0,0.0,5506
747,2,1.0,1.0,5506
748,1,1.0,0.0,5506
749,1,1.0,0.0,5506
750,1,1.0,0.0,5506
751,1,1.0,0.0,5506
752,1,1.0,0.0,5506
753,1,1.0,0.0,5506
754,1,1.0,0.0,5506
755,1,1.0,0.0,5506
756,1,1.0,0.0,5506
757,1,1.0,0.0,5506
758,1,1.0,0.0,5506
759,1,1.0,0.0,5506
760,1,1.0,0.0,5506
761,1,1.0,0.0,5506
762,1,1.0,0.0,5506
763,1,1.0,0.0,5506
764,1,1.0,0.0,5506
765,1,1.0,0.0,5506
766,1,1.0,0.0,5506
767,1,1.0,0.0,5506
768,1,1.0,0.0,5506
769,1,1.0,0.0,5506
770,1,1.0,0.0,5506
771,2,1.0,1.0,5506
772,1,1.0,0.0,5506
773,1,1.0,0.0,5506
774,1,1.0,0.0,5506
775,1,1.0,0.0,5506
776,1,1.0,0.0,5506
777,1,1.0,0.0,5506
778,1,1.0,0.0,5506
779,1,1.0,0.0,5506
780,1,1.0,0.0,5506
781,2,1.0,1.0,5506
782,1,1.0,0.0,5506
783,1,1.0,0.0,5506
784,1,1.0,0.0,5506
785,1,1.0,0.0,5506
786,1,1.0,0.0,5506
787,1,1.0,0.0,5506
788,1,1.0,0.0,5506
789,2,1.0,1.0,5506
790,1,1.0,0.0,5506
791,1,1.0,0.0,5506
792,1,1.0,0.0,5506
793,1,1.0,0.0,5506
794,1,1.0,0.0,5506
795,1,1.0,0.0,5506
796,1,1.0,0.0,5506
797,1,1.0,0.0,5506
798,1,1.0,0.0,5506
799,1,1.0,0.0,5506
800,1,1.0,0.0,5506
801,1,1.0,0.0,5506
802,1,1.0,0.0,5506
803,1,1.0,0.0,5506
804,1,1.0,0.0,5506
805,1,1.0,0.0,5506
806,1,1.0,0.0,5506
807,1,1.0,0.0,5506
808,2,1.0,1.0,5506
809,1,1.0,0.0,5506
810,1,1.0,0.0,5506
811,1,1.0,0.0,5506
812,1,1.0,0.0,5506
813,1,1.0,0.0,5506
814,1,1.0,0.0,5506
815,1,1.0,0.0,5506
816,1,1.0,0.0,5506
817,1,1.0,0.0,5506
818,1,1.0,0.0,5506
819,1,1.0,0.0,5506
820,1,1.0,0.0,5506
821,1,1.0,0.0,5506
822,2,1.0,1.0,5506
823,1,1.0,0.0,5506
824,1,1.0,0.0,5506
825,1,1.0,0.0,5506
826,2,1.0,1.0,5506
827,2,1.0,1.0,5506
828,2,1.0,1.0,5506
829,1,1.0,0.0,5506
830,1,1.0,0.0,5506
831,1,1.0,0.0,5506
832,1,1.0,0.0,5506
833,1,1.0,0.0,5506
834,1,1.0,0.0,5506
835,1,1.0,0.0,5506
836,2,1.0,1.0,5506
837,1,1.0,0.0,5506
838,1,1.0,0.0,5506
839,1,1.0,0.0,5506
840,1,1.0,0.0,5506
841,1,1.0,0.0,5506
842,1,1.0,0.0,5506
843,1,1.0,0.0,5506
844,1,1.0,0.0,5506
845,1,1.0,0.0,5506
846,1,1.0,0.0,5506
847,1,1.0,0.0,5506
848,1,1.0,0.0,5506
849,1,1.0,0.0,5506
850,1,1.0,0.0,5506
851,1,1.0,0.0,5506
852,1,1.0,0.0,5506
853,1,1.0,0.0,5506
854,1,1.0,0.0,5506
855,1,1.0,0.0,5506
856,1,1.0,0.0,5506
857,1,1.0,0.0,5506
858,1,1.0,0.0,5506
859,1,1.0,0.0,5506
860,1,1.0,0.0,5506
861,1,1.0,0.0,5506
862,1,1.0,0.0,5506
863,1,1.0,0.0,5506
864,1,1.0,0.0,5506
865,1,1.0,0.0,5506
866,1,1.0,0.0,5506
867,1,1.0,0.0,5506
868,2,1.0,1.0,5506
869,1,1.0,0.0,5506
870,1,1.0,0.0,5506
871,1,1.0,0.0,5506
872,4,1.0,3.0,5506
873,1,1.0,0.0,5506
874,1,1.0,0.0,5506
875,1,1.0,0.0,5506
876,1,1.0,0.0,5506
877,1,1.0,0.0,5506
878,1,1.0,0.0,5506
879,1,1.0,0.0,5506
880,1,1.0,0.0,5506
881,1,1.0,0.0,5506
882,1,1.0,0.0,5506
883,1,1.0,0.0,5506
884,1,1.0,0.0,5506
885,1,1.0,0.0,5506
886,1,1.0,0.0,5506
887,1,1.0,0.0,5506
888,1,1.0,0.0,5506
889,1,1.0,0.0,5506
890,1,1.0,0.0,5506
891,1,1.0,0.0,5506
892,1,1.0,0.0,5506
893,1,1.0,0.0,5506
894,1,1.0,0.0,5506
895,1,1.0,0.0,5506
896,1,1.0,0.0,5506
897,1,1.0,0.0,5506
898,2,1.0,1.0,5506
899,1,1.0,0.0,5506
900,1,1.0,0.0,5506
901,1,1.0,0.0,5506
902,1,1.0,0.0,5506
903,1,1.0,0.0,5506
904,1,1.0,0.0,5506
905,1,1.0,0.0,5506
906,1,1.0,0.0,5506
907,1,1.0,0.0,5506
908,1,1.0,0.0,5506
909,1,1.0,0.0,5506
910,1,1.0,0.0,5506
911,1,1.0,0.0,5506
912,1,1.0,0.0,5506
913,1,1.0,0.0,5506
914,1,1.0,0.0,5506
915,1,1.0,0.0,5506
916,1,1.0,0.0,5506
917,2,1.0,1.0,5506
918,1,1.0,0.0,5506
919,1,1.0,0.0,5506
920,1,1.0,0.0,5506
921,1,1.0,0.0,5506
922,1,1.0,0.0,5506
923,1,1.0,0.0,5506
924,1,1.0,0.0,5506
925,1,1.0,0.0,5506
926,1,1.0,0.0,5506
927,1,1.0,0.0,5506
928,1,1.0,0.0,5506
929,2,1.0,1.0,5506
