,test,predict,difference,amountWrong,percentWrong
127,1,1.0,0.0,5567,8.4150857833875
128,1,1.0,0.0,5567,8.4150857833875
129,2,1.0,1.0,5567,8.4150857833875
130,1,1.0,0.0,5567,8.4150857833875
131,1,1.0,0.0,5567,8.4150857833875
132,1,1.0,0.0,5567,8.4150857833875
133,1,1.0,0.0,5567,8.4150857833875
134,2,1.0,1.0,5567,8.4150857833875
135,1,1.0,0.0,5567,8.4150857833875
136,1,1.0,0.0,5567,8.4150857833875
137,1,1.0,0.0,5567,8.4150857833875
138,1,1.0,0.0,5567,8.4150857833875
139,3,1.0,2.0,5567,8.4150857833875
140,1,1.0,0.0,5567,8.4150857833875
141,1,1.0,0.0,5567,8.4150857833875
142,1,1.0,0.0,5567,8.4150857833875
143,1,1.0,0.0,5567,8.4150857833875
144,1,1.0,0.0,5567,8.4150857833875
145,1,1.0,0.0,5567,8.4150857833875
146,1,1.0,0.0,5567,8.4150857833875
147,1,1.0,0.0,5567,8.4150857833875
148,1,1.0,0.0,5567,8.4150857833875
149,1,1.0,0.0,5567,8.4150857833875
150,1,1.0,0.0,5567,8.4150857833875
151,1,1.0,0.0,5567,8.4150857833875
152,1,1.0,0.0,5567,8.4150857833875
153,1,1.0,0.0,5567,8.4150857833875
154,1,1.0,0.0,5567,8.4150857833875
155,1,1.0,0.0,5567,8.4150857833875
156,1,1.0,0.0,5567,8.4150857833875
157,1,1.0,0.0,5567,8.4150857833875
158,1,1.0,0.0,5567,8.4150857833875
159,1,1.0,0.0,5567,8.4150857833875
160,1,1.0,0.0,5567,8.4150857833875
161,1,1.0,0.0,5567,8.4150857833875
162,1,1.0,0.0,5567,8.4150857833875
163,1,1.0,0.0,5567,8.4150857833875
164,2,1.0,1.0,5567,8.4150857833875
165,1,1.0,0.0,5567,8.4150857833875
166,2,1.0,1.0,5567,8.4150857833875
167,1,1.0,0.0,5567,8.4150857833875
168,1,1.0,0.0,5567,8.4150857833875
169,1,1.0,0.0,5567,8.4150857833875
170,1,1.0,0.0,5567,8.4150857833875
171,1,1.0,0.0,5567,8.4150857833875
172,1,1.0,0.0,5567,8.4150857833875
173,1,1.0,0.0,5567,8.4150857833875
174,1,1.0,0.0,5567,8.4150857833875
175,1,1.0,0.0,5567,8.4150857833875
176,1,1.0,0.0,5567,8.4150857833875
177,1,1.0,0.0,5567,8.4150857833875
178,1,1.0,0.0,5567,8.4150857833875
179,1,1.0,0.0,5567,8.4150857833875
180,1,1.0,0.0,5567,8.4150857833875
181,1,1.0,0.0,5567,8.4150857833875
182,1,1.0,0.0,5567,8.4150857833875
183,1,1.0,0.0,5567,8.4150857833875
184,1,1.0,0.0,5567,8.4150857833875
185,1,1.0,0.0,5567,8.4150857833875
186,1,1.0,0.0,5567,8.4150857833875
187,1,1.0,0.0,5567,8.4150857833875
188,1,1.0,0.0,5567,8.4150857833875
189,1,1.0,0.0,5567,8.4150857833875
190,1,1.0,0.0,5567,8.4150857833875
191,1,1.0,0.0,5567,8.4150857833875
192,1,1.0,0.0,5567,8.4150857833875
193,1,1.0,0.0,5567,8.4150857833875
194,1,1.0,0.0,5567,8.4150857833875
195,1,1.0,0.0,5567,8.4150857833875
196,2,1.0,1.0,5567,8.4150857833875
197,1,1.0,0.0,5567,8.4150857833875
198,1,1.0,0.0,5567,8.4150857833875
199,1,1.0,0.0,5567,8.4150857833875
200,1,1.0,0.0,5567,8.4150857833875
201,1,1.0,0.0,5567,8.4150857833875
202,2,1.0,1.0,5567,8.4150857833875
203,1,1.0,0.0,5567,8.4150857833875
204,2,1.0,1.0,5567,8.4150857833875
205,1,1.0,0.0,5567,8.4150857833875
206,1,1.0,0.0,5567,8.4150857833875
207,1,1.0,0.0,5567,8.4150857833875
208,1,1.0,0.0,5567,8.4150857833875
209,1,1.0,0.0,5567,8.4150857833875
210,1,1.0,0.0,5567,8.4150857833875
211,1,1.0,0.0,5567,8.4150857833875
212,1,1.0,0.0,5567,8.4150857833875
213,1,1.0,0.0,5567,8.4150857833875
214,1,1.0,0.0,5567,8.4150857833875
215,1,1.0,0.0,5567,8.4150857833875
216,2,1.0,1.0,5567,8.4150857833875
217,1,1.0,0.0,5567,8.4150857833875
218,1,1.0,0.0,5567,8.4150857833875
219,1,1.0,0.0,5567,8.4150857833875
220,1,1.0,0.0,5567,8.4150857833875
221,1,1.0,0.0,5567,8.4150857833875
222,1,1.0,0.0,5567,8.4150857833875
223,2,1.0,1.0,5567,8.4150857833875
224,1,1.0,0.0,5567,8.4150857833875
225,1,1.0,0.0,5567,8.4150857833875
226,1,1.0,0.0,5567,8.4150857833875
227,1,1.0,0.0,5567,8.4150857833875
228,1,1.0,0.0,5567,8.4150857833875
229,1,1.0,0.0,5567,8.4150857833875
230,1,1.0,0.0,5567,8.4150857833875
231,1,1.0,0.0,5567,8.4150857833875
232,2,1.0,1.0,5567,8.4150857833875
233,1,1.0,0.0,5567,8.4150857833875
234,1,1.0,0.0,5567,8.4150857833875
235,1,1.0,0.0,5567,8.4150857833875
236,1,1.0,0.0,5567,8.4150857833875
237,1,1.0,0.0,5567,8.4150857833875
238,1,1.0,0.0,5567,8.4150857833875
239,1,1.0,0.0,5567,8.4150857833875
240,1,1.0,0.0,5567,8.4150857833875
241,2,1.0,1.0,5567,8.4150857833875
242,1,1.0,0.0,5567,8.4150857833875
243,1,1.0,0.0,5567,8.4150857833875
244,1,1.0,0.0,5567,8.4150857833875
245,1,1.0,0.0,5567,8.4150857833875
246,1,1.0,0.0,5567,8.4150857833875
247,1,1.0,0.0,5567,8.4150857833875
248,1,1.0,0.0,5567,8.4150857833875
249,1,1.0,0.0,5567,8.4150857833875
250,1,1.0,0.0,5567,8.4150857833875
251,2,1.0,1.0,5567,8.4150857833875
252,1,1.0,0.0,5567,8.4150857833875
253,1,1.0,0.0,5567,8.4150857833875
254,1,1.0,0.0,5567,8.4150857833875
255,1,1.0,0.0,5567,8.4150857833875
256,1,1.0,0.0,5567,8.4150857833875
257,1,1.0,0.0,5567,8.4150857833875
258,1,1.0,0.0,5567,8.4150857833875
259,1,1.0,0.0,5567,8.4150857833875
260,4,1.0,3.0,5567,8.4150857833875
261,1,1.0,0.0,5567,8.4150857833875
262,1,1.0,0.0,5567,8.4150857833875
263,1,1.0,0.0,5567,8.4150857833875
264,2,1.0,1.0,5567,8.4150857833875
265,1,1.0,0.0,5567,8.4150857833875
266,1,1.0,0.0,5567,8.4150857833875
267,1,1.0,0.0,5567,8.4150857833875
268,1,1.0,0.0,5567,8.4150857833875
269,1,1.0,0.0,5567,8.4150857833875
270,1,1.0,0.0,5567,8.4150857833875
271,1,1.0,0.0,5567,8.4150857833875
272,1,1.0,0.0,5567,8.4150857833875
273,1,1.0,0.0,5567,8.4150857833875
274,1,1.0,0.0,5567,8.4150857833875
275,1,1.0,0.0,5567,8.4150857833875
276,1,1.0,0.0,5567,8.4150857833875
277,2,1.0,1.0,5567,8.4150857833875
278,1,1.0,0.0,5567,8.4150857833875
279,1,1.0,0.0,5567,8.4150857833875
280,1,1.0,0.0,5567,8.4150857833875
281,1,1.0,0.0,5567,8.4150857833875
282,1,1.0,0.0,5567,8.4150857833875
283,1,1.0,0.0,5567,8.4150857833875
284,1,1.0,0.0,5567,8.4150857833875
285,1,1.0,0.0,5567,8.4150857833875
286,1,1.0,0.0,5567,8.4150857833875
287,1,1.0,0.0,5567,8.4150857833875
288,1,1.0,0.0,5567,8.4150857833875
289,1,1.0,0.0,5567,8.4150857833875
290,1,1.0,0.0,5567,8.4150857833875
291,1,1.0,0.0,5567,8.4150857833875
292,1,1.0,0.0,5567,8.4150857833875
293,1,1.0,0.0,5567,8.4150857833875
294,1,1.0,0.0,5567,8.4150857833875
295,1,1.0,0.0,5567,8.4150857833875
296,1,1.0,0.0,5567,8.4150857833875
297,1,1.0,0.0,5567,8.4150857833875
298,1,1.0,0.0,5567,8.4150857833875
299,1,1.0,0.0,5567,8.4150857833875
300,1,1.0,0.0,5567,8.4150857833875
301,1,1.0,0.0,5567,8.4150857833875
302,1,1.0,0.0,5567,8.4150857833875
303,1,1.0,0.0,5567,8.4150857833875
304,2,1.0,1.0,5567,8.4150857833875
305,1,1.0,0.0,5567,8.4150857833875
306,1,1.0,0.0,5567,8.4150857833875
307,1,1.0,0.0,5567,8.4150857833875
308,1,1.0,0.0,5567,8.4150857833875
309,2,1.0,1.0,5567,8.4150857833875
310,1,1.0,0.0,5567,8.4150857833875
311,1,1.0,0.0,5567,8.4150857833875
312,2,1.0,1.0,5567,8.4150857833875
313,1,1.0,0.0,5567,8.4150857833875
314,1,1.0,0.0,5567,8.4150857833875
315,1,1.0,0.0,5567,8.4150857833875
316,1,1.0,0.0,5567,8.4150857833875
317,1,1.0,0.0,5567,8.4150857833875
318,1,1.0,0.0,5567,8.4150857833875
319,3,1.0,2.0,5567,8.4150857833875
320,1,1.0,0.0,5567,8.4150857833875
321,1,1.0,0.0,5567,8.4150857833875
322,1,1.0,0.0,5567,8.4150857833875
323,1,1.0,0.0,5567,8.4150857833875
324,1,1.0,0.0,5567,8.4150857833875
325,1,1.0,0.0,5567,8.4150857833875
326,1,1.0,0.0,5567,8.4150857833875
327,1,1.0,0.0,5567,8.4150857833875
328,1,1.0,0.0,5567,8.4150857833875
329,1,1.0,0.0,5567,8.4150857833875
330,2,1.0,1.0,5567,8.4150857833875
331,1,1.0,0.0,5567,8.4150857833875
332,1,1.0,0.0,5567,8.4150857833875
333,1,1.0,0.0,5567,8.4150857833875
334,1,1.0,0.0,5567,8.4150857833875
335,1,1.0,0.0,5567,8.4150857833875
336,1,1.0,0.0,5567,8.4150857833875
337,1,1.0,0.0,5567,8.4150857833875
338,1,1.0,0.0,5567,8.4150857833875
339,1,1.0,0.0,5567,8.4150857833875
340,1,1.0,0.0,5567,8.4150857833875
341,1,1.0,0.0,5567,8.4150857833875
342,1,1.0,0.0,5567,8.4150857833875
343,2,1.0,1.0,5567,8.4150857833875
344,1,1.0,0.0,5567,8.4150857833875
345,1,1.0,0.0,5567,8.4150857833875
346,2,1.0,1.0,5567,8.4150857833875
347,2,1.0,1.0,5567,8.4150857833875
348,1,1.0,0.0,5567,8.4150857833875
349,1,1.0,0.0,5567,8.4150857833875
350,1,1.0,0.0,5567,8.4150857833875
351,1,1.0,0.0,5567,8.4150857833875
352,1,1.0,0.0,5567,8.4150857833875
353,1,1.0,0.0,5567,8.4150857833875
354,1,1.0,0.0,5567,8.4150857833875
355,1,1.0,0.0,5567,8.4150857833875
356,1,1.0,0.0,5567,8.4150857833875
357,1,1.0,0.0,5567,8.4150857833875
358,1,1.0,0.0,5567,8.4150857833875
359,1,1.0,0.0,5567,8.4150857833875
360,1,1.0,0.0,5567,8.4150857833875
361,1,1.0,0.0,5567,8.4150857833875
362,1,1.0,0.0,5567,8.4150857833875
363,1,1.0,0.0,5567,8.4150857833875
364,1,1.0,0.0,5567,8.4150857833875
365,2,1.0,1.0,5567,8.4150857833875
366,1,1.0,0.0,5567,8.4150857833875
367,1,1.0,0.0,5567,8.4150857833875
368,1,1.0,0.0,5567,8.4150857833875
369,1,1.0,0.0,5567,8.4150857833875
370,1,1.0,0.0,5567,8.4150857833875
371,3,1.0,2.0,5567,8.4150857833875
372,1,1.0,0.0,5567,8.4150857833875
373,1,1.0,0.0,5567,8.4150857833875
374,2,1.0,1.0,5567,8.4150857833875
375,1,1.0,0.0,5567,8.4150857833875
376,1,1.0,0.0,5567,8.4150857833875
377,1,1.0,0.0,5567,8.4150857833875
378,2,1.0,1.0,5567,8.4150857833875
379,1,1.0,0.0,5567,8.4150857833875
380,1,1.0,0.0,5567,8.4150857833875
381,1,1.0,0.0,5567,8.4150857833875
382,1,1.0,0.0,5567,8.4150857833875
383,2,1.0,1.0,5567,8.4150857833875
384,1,1.0,0.0,5567,8.4150857833875
385,1,1.0,0.0,5567,8.4150857833875
386,1,1.0,0.0,5567,8.4150857833875
387,1,1.0,0.0,5567,8.4150857833875
388,1,1.0,0.0,5567,8.4150857833875
389,1,1.0,0.0,5567,8.4150857833875
390,1,1.0,0.0,5567,8.4150857833875
391,1,1.0,0.0,5567,8.4150857833875
392,1,1.0,0.0,5567,8.4150857833875
393,1,1.0,0.0,5567,8.4150857833875
394,2,1.0,1.0,5567,8.4150857833875
395,1,1.0,0.0,5567,8.4150857833875
396,1,1.0,0.0,5567,8.4150857833875
397,1,1.0,0.0,5567,8.4150857833875
398,1,1.0,0.0,5567,8.4150857833875
399,1,1.0,0.0,5567,8.4150857833875
400,1,1.0,0.0,5567,8.4150857833875
401,1,1.0,0.0,5567,8.4150857833875
402,1,1.0,0.0,5567,8.4150857833875
403,1,1.0,0.0,5567,8.4150857833875
404,1,1.0,0.0,5567,8.4150857833875
405,1,1.0,0.0,5567,8.4150857833875
406,1,1.0,0.0,5567,8.4150857833875
407,1,1.0,0.0,5567,8.4150857833875
408,1,1.0,0.0,5567,8.4150857833875
409,1,1.0,0.0,5567,8.4150857833875
410,1,1.0,0.0,5567,8.4150857833875
411,1,1.0,0.0,5567,8.4150857833875
412,1,1.0,0.0,5567,8.4150857833875
413,1,1.0,0.0,5567,8.4150857833875
414,1,1.0,0.0,5567,8.4150857833875
415,1,1.0,0.0,5567,8.4150857833875
416,1,1.0,0.0,5567,8.4150857833875
417,1,1.0,0.0,5567,8.4150857833875
418,1,1.0,0.0,5567,8.4150857833875
419,1,1.0,0.0,5567,8.4150857833875
420,1,1.0,0.0,5567,8.4150857833875
421,1,1.0,0.0,5567,8.4150857833875
422,1,1.0,0.0,5567,8.4150857833875
423,1,1.0,0.0,5567,8.4150857833875
424,1,1.0,0.0,5567,8.4150857833875
425,1,1.0,0.0,5567,8.4150857833875
426,1,1.0,0.0,5567,8.4150857833875
427,1,1.0,0.0,5567,8.4150857833875
428,1,1.0,0.0,5567,8.4150857833875
429,1,1.0,0.0,5567,8.4150857833875
430,1,1.0,0.0,5567,8.4150857833875
431,1,1.0,0.0,5567,8.4150857833875
432,1,1.0,0.0,5567,8.4150857833875
433,1,1.0,0.0,5567,8.4150857833875
434,1,1.0,0.0,5567,8.4150857833875
435,1,1.0,0.0,5567,8.4150857833875
436,1,1.0,0.0,5567,8.4150857833875
437,1,1.0,0.0,5567,8.4150857833875
438,1,1.0,0.0,5567,8.4150857833875
439,1,1.0,0.0,5567,8.4150857833875
440,1,1.0,0.0,5567,8.4150857833875
441,1,1.0,0.0,5567,8.4150857833875
442,1,1.0,0.0,5567,8.4150857833875
443,1,1.0,0.0,5567,8.4150857833875
444,1,1.0,0.0,5567,8.4150857833875
445,1,1.0,0.0,5567,8.4150857833875
446,1,1.0,0.0,5567,8.4150857833875
447,1,1.0,0.0,5567,8.4150857833875
448,1,1.0,0.0,5567,8.4150857833875
449,1,1.0,0.0,5567,8.4150857833875
450,1,1.0,0.0,5567,8.4150857833875
451,1,1.0,0.0,5567,8.4150857833875
452,1,1.0,0.0,5567,8.4150857833875
453,1,1.0,0.0,5567,8.4150857833875
454,1,1.0,0.0,5567,8.4150857833875
455,1,1.0,0.0,5567,8.4150857833875
456,1,1.0,0.0,5567,8.4150857833875
457,2,1.0,1.0,5567,8.4150857833875
458,1,1.0,0.0,5567,8.4150857833875
459,1,1.0,0.0,5567,8.4150857833875
460,1,1.0,0.0,5567,8.4150857833875
461,1,1.0,0.0,5567,8.4150857833875
462,1,1.0,0.0,5567,8.4150857833875
463,1,1.0,0.0,5567,8.4150857833875
464,1,1.0,0.0,5567,8.4150857833875
465,1,1.0,0.0,5567,8.4150857833875
466,1,1.0,0.0,5567,8.4150857833875
467,1,1.0,0.0,5567,8.4150857833875
468,1,1.0,0.0,5567,8.4150857833875
469,1,1.0,0.0,5567,8.4150857833875
470,1,1.0,0.0,5567,8.4150857833875
471,2,1.0,1.0,5567,8.4150857833875
472,1,1.0,0.0,5567,8.4150857833875
473,1,1.0,0.0,5567,8.4150857833875
474,2,1.0,1.0,5567,8.4150857833875
475,1,1.0,0.0,5567,8.4150857833875
476,1,1.0,0.0,5567,8.4150857833875
477,1,1.0,0.0,5567,8.4150857833875
478,1,1.0,0.0,5567,8.4150857833875
479,1,1.0,0.0,5567,8.4150857833875
480,1,1.0,0.0,5567,8.4150857833875
481,1,1.0,0.0,5567,8.4150857833875
482,1,1.0,0.0,5567,8.4150857833875
483,1,1.0,0.0,5567,8.4150857833875
484,1,1.0,0.0,5567,8.4150857833875
485,1,1.0,0.0,5567,8.4150857833875
486,1,1.0,0.0,5567,8.4150857833875
487,1,1.0,0.0,5567,8.4150857833875
488,1,1.0,0.0,5567,8.4150857833875
489,1,1.0,0.0,5567,8.4150857833875
490,1,1.0,0.0,5567,8.4150857833875
491,1,1.0,0.0,5567,8.4150857833875
492,1,1.0,0.0,5567,8.4150857833875
493,1,1.0,0.0,5567,8.4150857833875
494,1,1.0,0.0,5567,8.4150857833875
495,1,1.0,0.0,5567,8.4150857833875
496,1,1.0,0.0,5567,8.4150857833875
497,1,1.0,0.0,5567,8.4150857833875
498,1,1.0,0.0,5567,8.4150857833875
499,1,1.0,0.0,5567,8.4150857833875
500,1,1.0,0.0,5567,8.4150857833875
501,1,1.0,0.0,5567,8.4150857833875
502,2,1.0,1.0,5567,8.4150857833875
503,1,1.0,0.0,5567,8.4150857833875
504,2,1.0,1.0,5567,8.4150857833875
505,1,1.0,0.0,5567,8.4150857833875
506,1,1.0,0.0,5567,8.4150857833875
507,2,1.0,1.0,5567,8.4150857833875
508,1,1.0,0.0,5567,8.4150857833875
509,1,1.0,0.0,5567,8.4150857833875
510,2,1.0,1.0,5567,8.4150857833875
511,1,1.0,0.0,5567,8.4150857833875
512,1,1.0,0.0,5567,8.4150857833875
513,1,1.0,0.0,5567,8.4150857833875
514,1,1.0,0.0,5567,8.4150857833875
515,1,1.0,0.0,5567,8.4150857833875
516,1,1.0,0.0,5567,8.4150857833875
517,1,1.0,0.0,5567,8.4150857833875
518,1,1.0,0.0,5567,8.4150857833875
519,1,1.0,0.0,5567,8.4150857833875
520,1,1.0,0.0,5567,8.4150857833875
521,1,1.0,0.0,5567,8.4150857833875
522,1,1.0,0.0,5567,8.4150857833875
523,1,1.0,0.0,5567,8.4150857833875
524,1,1.0,0.0,5567,8.4150857833875
525,1,1.0,0.0,5567,8.4150857833875
526,1,1.0,0.0,5567,8.4150857833875
527,1,1.0,0.0,5567,8.4150857833875
528,1,1.0,0.0,5567,8.4150857833875
529,1,1.0,0.0,5567,8.4150857833875
530,1,1.0,0.0,5567,8.4150857833875
531,1,1.0,0.0,5567,8.4150857833875
532,1,1.0,0.0,5567,8.4150857833875
533,1,1.0,0.0,5567,8.4150857833875
534,1,1.0,0.0,5567,8.4150857833875
535,1,1.0,0.0,5567,8.4150857833875
536,1,1.0,0.0,5567,8.4150857833875
537,1,1.0,0.0,5567,8.4150857833875
538,1,1.0,0.0,5567,8.4150857833875
539,2,1.0,1.0,5567,8.4150857833875
540,1,1.0,0.0,5567,8.4150857833875
541,1,1.0,0.0,5567,8.4150857833875
542,1,1.0,0.0,5567,8.4150857833875
543,2,1.0,1.0,5567,8.4150857833875
544,1,1.0,0.0,5567,8.4150857833875
545,1,1.0,0.0,5567,8.4150857833875
546,1,1.0,0.0,5567,8.4150857833875
547,1,1.0,0.0,5567,8.4150857833875
548,1,1.0,0.0,5567,8.4150857833875
549,1,1.0,0.0,5567,8.4150857833875
550,1,1.0,0.0,5567,8.4150857833875
551,1,1.0,0.0,5567,8.4150857833875
552,1,1.0,0.0,5567,8.4150857833875
553,1,1.0,0.0,5567,8.4150857833875
554,1,1.0,0.0,5567,8.4150857833875
555,1,1.0,0.0,5567,8.4150857833875
556,1,1.0,0.0,5567,8.4150857833875
557,1,1.0,0.0,5567,8.4150857833875
558,1,1.0,0.0,5567,8.4150857833875
559,1,1.0,0.0,5567,8.4150857833875
560,1,1.0,0.0,5567,8.4150857833875
561,1,1.0,0.0,5567,8.4150857833875
562,1,1.0,0.0,5567,8.4150857833875
563,1,1.0,0.0,5567,8.4150857833875
564,1,1.0,0.0,5567,8.4150857833875
565,1,1.0,0.0,5567,8.4150857833875
566,1,1.0,0.0,5567,8.4150857833875
567,1,1.0,0.0,5567,8.4150857833875
568,1,1.0,0.0,5567,8.4150857833875
569,1,1.0,0.0,5567,8.4150857833875
570,1,1.0,0.0,5567,8.4150857833875
571,1,1.0,0.0,5567,8.4150857833875
572,2,1.0,1.0,5567,8.4150857833875
573,1,1.0,0.0,5567,8.4150857833875
574,2,1.0,1.0,5567,8.4150857833875
575,1,1.0,0.0,5567,8.4150857833875
576,1,1.0,0.0,5567,8.4150857833875
577,1,1.0,0.0,5567,8.4150857833875
578,1,1.0,0.0,5567,8.4150857833875
579,1,1.0,0.0,5567,8.4150857833875
580,1,1.0,0.0,5567,8.4150857833875
581,1,1.0,0.0,5567,8.4150857833875
582,1,1.0,0.0,5567,8.4150857833875
583,1,1.0,0.0,5567,8.4150857833875
584,1,1.0,0.0,5567,8.4150857833875
585,1,1.0,0.0,5567,8.4150857833875
586,1,1.0,0.0,5567,8.4150857833875
587,1,1.0,0.0,5567,8.4150857833875
588,1,1.0,0.0,5567,8.4150857833875
589,1,1.0,0.0,5567,8.4150857833875
590,1,1.0,0.0,5567,8.4150857833875
591,1,1.0,0.0,5567,8.4150857833875
592,1,1.0,0.0,5567,8.4150857833875
593,1,1.0,0.0,5567,8.4150857833875
594,1,1.0,0.0,5567,8.4150857833875
595,1,1.0,0.0,5567,8.4150857833875
596,1,1.0,0.0,5567,8.4150857833875
597,2,1.0,1.0,5567,8.4150857833875
598,1,1.0,0.0,5567,8.4150857833875
599,1,1.0,0.0,5567,8.4150857833875
600,1,1.0,0.0,5567,8.4150857833875
601,1,1.0,0.0,5567,8.4150857833875
602,1,1.0,0.0,5567,8.4150857833875
603,2,1.0,1.0,5567,8.4150857833875
604,1,1.0,0.0,5567,8.4150857833875
